Origem - Cidade,Destino - Cidade,Latitude_Origem,Longitude_Origem,Latitude_Destino,Longitude_Destino,Distância (GCD)
Paris,Rabat,48.857548,2.351376,34.021845,-6.840893,1815.748712
São José dos Campos,"Curitiba, Paraná",-23.190034,-45.884508,-25.494438,-49.284271,429.252141
"Goiânia, Goiás",Parintins,-16.680882,-49.253269,-2.637795,-56.729469,1762.465985
Maringá,Barreiras,-23.42101,-51.933731,-12.144302,-44.997202,1452.369715
Barreiras,Maringá,-12.144302,-44.997202,-23.42101,-51.933731,1452.369715
"Brasília, Distrito Federal",Liubliana,-15.793987,-47.8828,46.050027,14.506929,9282.528475
Liubliana,"Brasília, Distrito Federal",46.050027,14.506929,-15.793987,-47.8828,9282.528475
Lima,"Belém, Pará",-23.92396,-56.519794,-1.45056,-48.468245,2645.022891
Parintins,"Boa Vista, Roraima",-2.637795,-56.729469,2.820848,-60.671958,748.633492
Santos,Indore,-23.954024,-46.33544,22.720362,75.8682,14155.598015
Indore,Santos,22.720362,75.8682,-23.954024,-46.33544,14155.598015
Telavive,"Belo Horizonte, Minas Gerais",-14.419069,-53.120019,-19.922732,-43.945095,1150.436917
Ilhéus,Fernando de Noronha,-14.793504,-39.046346,-3.84,-32.411,1418.381047
General Câmara,"Brasília, Distrito Federal",-29.903651,-51.761635,-15.793987,-47.8828,1618.10411
"Brasília, Distrito Federal",General Câmara,-15.793987,-47.8828,-29.903651,-51.761635,1618.10411
Lusaca,Lilongue,-15.41634,28.281841,-13.987511,33.768144,611.058587
Lilongue,Lusaca,-13.987511,33.768144,-15.41634,28.281841,611.058587
"Vitória, Espírito Santo",Duque de Caxias,-20.320092,-40.337668,-22.786286,-43.305269,411.545799
Duque de Caxias,"Vitória, Espírito Santo",-22.786286,-43.305269,-20.320092,-40.337668,411.545799
Tefé,Campinas,-3.368602,-64.719803,-22.905822,-47.06635,2886.313508
Campos dos Goytacazes,"Curitiba, Paraná",-21.762657,-41.318412,-25.494438,-49.284271,911.146749
"Curitiba, Paraná",Campos dos Goytacazes,-25.494438,-49.284271,-21.762657,-41.318412,911.146749
Manchester,Moscou,53.479489,-2.245115,55.625578,37.606392,2545.326617
Porto,"Boa Vista, Roraima",-3.891715,-42.711528,2.820848,-60.671958,2130.877289
"Boa Vista, Roraima",Porto,2.820848,-60.671958,-3.891715,-42.711528,2130.877289
Angra dos Reis,"Rio de Janeiro, Rio de Janeiro",-23.001557,-44.319941,-22.911014,-43.209373,114.154126
"Rio de Janeiro, Rio de Janeiro",Angra dos Reis,-22.911014,-43.209373,-23.001557,-44.319941,114.154126
Miami,Dublin,25.774173,-80.19362,53.34938,-6.260559,6689.13193
Doral - Flórida,"Brasília, Distrito Federal",25.819542,-80.35533,-15.793987,-47.8828,5809.975482
"Brasília, Distrito Federal",Doral - Flórida,-15.793987,-47.8828,25.819542,-80.35533,5809.975482
Nova Delhi,Chennai,28.613895,77.209006,13.083694,80.270186,1755.678299
"Curitiba, Paraná",Buenos Aires,-25.494438,-49.284271,-7.721758,-35.32728,2468.562968
Niterói,"Campo Grande, Mato Grosso do Sul",-22.883696,-43.103739,-20.464017,-54.616295,1219.285491
"Campo Grande, Mato Grosso do Sul",Niterói,-20.464017,-54.616295,-22.883696,-43.103739,1219.285491
"Porto Velho, Rondônia",Maringá,-8.749452,-63.873544,-23.42101,-51.933731,2068.142332
Maringá,"Porto Velho, Rondônia",-23.42101,-51.933731,-8.749452,-63.873544,2068.142332
Imperatriz,Confins,-5.518873,-47.478099,-19.628655,-43.993519,1613.611729
Confins,Imperatriz,-19.628655,-43.993519,-5.518873,-47.478099,1613.611729
Cidade do Panamá,Bocas del Toro,19.462325,-99.177242,9.268475,-81.993239,2167.649507
Porto de Moz,"São Paulo, São Paulo",-1.747286,-52.23647,-23.550651,-46.633382,2498.443715
Santo António,"Brasília, Distrito Federal",-29.826768,-50.517489,-15.793987,-47.8828,1583.39323
"Brasília, Distrito Federal",Santo António,-15.793987,-47.8828,-29.826768,-50.517489,1583.39323
Montes Claros,"Goiânia, Goiás",-16.728638,-43.858173,-16.680882,-49.253269,574.597406
"Goiânia, Goiás",Montes Claros,-16.680882,-49.253269,-16.728638,-43.858173,574.597406
"Brasília, Distrito Federal",Newcastle,-15.793987,-47.8828,54.973847,-1.613157,8990.957787
Aberdeen,"Brasília, Distrito Federal",57.148243,-2.09281,-15.793987,-47.8828,9142.733318
Charlotte - Carolina do Norte,Washington,35.227209,-80.843083,38.907192,-77.036871,530.439959
Washington,Charlotte - Carolina do Norte,38.907192,-77.036871,35.227209,-80.843083,530.439959
Apuí,Porto Velho - Jaci Paraná,-7.198392,-59.885246,-9.464555,-64.541466,570.869664
Mossoró,Campinas,-5.184143,-37.347751,-22.905822,-47.06635,2229.699195
Cidade do México,"Florianópolis, Santa Catarina",19.320772,-99.151468,-27.5973,-48.54961,7541.068861
"Florianópolis, Santa Catarina",Cidade do México,-27.5973,-48.54961,19.320772,-99.151468,7541.068861
Campos dos Goytacazes,"Goiânia, Goiás",-21.762657,-41.318412,-16.680882,-49.253269,1006.310966
Três Lagoas,"Cuiabá, Mato Grosso",-20.785311,-51.701155,-15.598669,-56.09913,740.440829
"Cuiabá, Mato Grosso",Três Lagoas,-15.598669,-56.09913,-20.785311,-51.701155,740.440829
Paulo Afonso,Campinas,-9.398727,-38.221874,-22.905822,-47.06635,1772.790876
Barra do Garças,Três Lagoas,-15.889532,-52.271959,-20.785311,-51.701155,547.706791
Valinhos,"Belo Horizonte, Minas Gerais",-22.970282,-46.997767,-19.922732,-43.945095,463.264306
"Belo Horizonte, Minas Gerais",Valinhos,-19.922732,-43.945095,-22.970282,-46.997767,463.264306
Luanda,Pretória,-8.82727,13.243951,-25.745928,28.18791,2455.932933
Luanda,Abidjã,-8.82727,13.243951,5.320357,-4.016107,2477.086441
Pretória,Johannesburg,-25.745928,28.18791,-26.205,28.049722,52.882508
"Recife, Pernambuco",Abidjã,-8.058493,-34.884819,5.320357,-4.016107,3732.828575
Abidjã,"Recife, Pernambuco",5.320357,-4.016107,-8.058493,-34.884819,3732.828575
Abidjã,Luanda,5.320357,-4.016107,-8.82727,13.243951,2477.086441
"Belém, Pará",Bogotá,-1.45056,-48.468245,4.599283,-74.080983,2924.018036
Bogotá,"Belém, Pará",4.599283,-74.080983,-1.45056,-48.468245,2924.018036
Alcântara,"São Luís, Maranhão",-2.406688,-44.418462,-2.529526,-44.296394,19.247375
Frankfurt,Amsterdam,50.110644,8.682092,52.37308,4.892453,364.436465
Parauapebas/Carajás,Campinas,-6.070533,-50.067941,-22.905822,-47.06635,1899.446812
Campinas,Parauapebas/Carajás,-22.905822,-47.06635,-6.070533,-50.067941,1899.446812
São Gabriel da Cachoeira,Campinas,-0.119461,-67.08451,-22.905822,-47.06635,3332.300029
Norfolk-Virginia,"Brasília, Distrito Federal",36.84937,-76.289954,-15.793987,-47.8828,6567.784904
"Brasília, Distrito Federal",Norfolk-Virginia,-15.793987,-47.8828,36.84937,-76.289954,6567.784904
"Salvador, Bahia",Três Lagoas,-12.98225,-38.481277,-20.785311,-51.701155,1651.291554
Três Lagoas,"Salvador, Bahia",-20.785311,-51.701155,-12.98225,-38.481277,1651.291554
"Porto Alegre, Rio Grande do Sul",Três Lagoas,-30.0325,-51.230377,-20.785311,-51.701155,1029.323118
Três Lagoas,"Porto Alegre, Rio Grande do Sul",-20.785311,-51.701155,-30.0325,-51.230377,1029.323118
Colúmbia - Carolina do Sul,Uberlândia,34.000754,-81.035231,-18.914602,-48.275332,6830.549969
Uberlândia,Colúmbia - Carolina do Sul,-18.914602,-48.275332,34.000754,-81.035231,6830.549969
Guarulhos,San Francisco - Califórnia,-23.454237,-46.533745,37.779259,-122.419329,10434.830636
San Francisco - Califórnia,Guarulhos,37.779259,-122.419329,-23.454237,-46.533745,10434.830636
Marília,"Belo Horizonte, Minas Gerais",-22.217575,-49.950477,-19.922732,-43.945095,673.256146
"Palmas, Tocantins",Londrina,-10.183785,-48.333642,-23.304442,-51.169528,1489.701586
Londrina,"Palmas, Tocantins",-23.304442,-51.169528,-10.183785,-48.333642,1489.701586
"Manaus, Amazonas",Santo Ângelo,-3.200177,-59.498929,-28.300595,-54.267247,2845.543648
Tefé,Itaituba,-3.368602,-64.719803,-4.267087,-55.993061,973.342756
"Fortaleza, Ceará",Uruguaiana,-3.730451,-38.521799,-29.761895,-57.085776,3492.374886
Uruguaiana,"Fortaleza, Ceará",-29.761895,-57.085776,-3.730451,-38.521799,3492.374886
Joinville,"Natal, Rio Grande do Norte",-26.304978,-48.849098,-5.805398,-35.20809,2700.262289
Vitória da Conquista,"Cascavel, Paraná",-14.861923,-40.844498,-24.9555,-53.456054,1729.482644
Lages,"Recife, Pernambuco",-27.815445,-50.326301,-8.058493,-34.884819,2730.985989
"Recife, Pernambuco",Lages,-8.058493,-34.884819,-27.815445,-50.326301,2730.985989
Paraty,"Rio de Janeiro, Rio de Janeiro",-23.219646,-44.71542,-22.911014,-43.209373,157.852162
Indore,"Belo Horizonte, Minas Gerais",22.720362,75.8682,-19.922732,-43.945095,13815.62023
"Belo Horizonte, Minas Gerais",Indore,-19.922732,-43.945095,22.720362,75.8682,13815.62023
"Fortaleza, Ceará",Cabo Frio,-3.730451,-38.521799,-22.889918,-42.02896,2163.608901
Cabo Frio,"Fortaleza, Ceará",-22.889918,-42.02896,-3.730451,-38.521799,2163.608901
Campinas,Paulo Afonso,-22.905822,-47.06635,-9.398727,-38.221874,1772.790876
"João Pessoa, Paraíba",Duque de Caxias,-7.121598,-34.882028,-22.786286,-43.305269,1961.256073
Duque de Caxias,"João Pessoa, Paraíba",-22.786286,-43.305269,-7.121598,-34.882028,1961.256073
Tegucigalpa,San Salvador,14.105743,-87.204005,13.698994,-89.191425,219.232374
San Salvador,Cidade da Guatemala,13.698994,-89.191425,14.641614,-90.513284,176.904091
HARRISBURG - PENSILVÂNIA,"Porto Alegre, Rio Grande do Sul",40.266311,-76.886112,-30.0325,-51.230377,8252.604171
"Porto Alegre, Rio Grande do Sul",HARRISBURG - PENSILVÂNIA,-30.0325,-51.230377,40.266311,-76.886112,8252.604171
Guarulhos,Sinop,-23.454237,-46.533745,-11.860852,-55.509488,1600.659419
Tucuruí,"Manaus, Amazonas",-3.766094,-49.677721,-3.200177,-59.498929,1091.856514
Praia,Nova York,14.916281,-23.50951,40.712728,-74.006015,5633.911916
Neiva,Bogotá,3.033255,-75.27943,4.599283,-74.080983,219.092554
Bogotá,Neiva,4.599283,-74.080983,3.033255,-75.27943,219.092554
Bahia Blanca,"Brasília, Distrito Federal",-38.717652,-62.265487,-15.793987,-47.8828,2909.907637
"Brasília, Distrito Federal",Bahia Blanca,-15.793987,-47.8828,-38.717652,-62.265487,2909.907637
Dacar,Araguari,14.693425,-17.447938,-18.646035,-48.193788,5008.287365
Araguari,Dacar,-18.646035,-48.193788,14.693425,-17.447938,5008.287365
Genebra,"Recife, Pernambuco",46.201756,6.146601,-8.058493,-34.884819,7275.771745
Almeirim - Monte Dourado,Campinas,0.774978,-53.617834,-22.905822,-47.06635,2727.021598
Campinas,Almeirim - Monte Dourado,-22.905822,-47.06635,0.774978,-53.617834,2727.021598
Luxemburgo,"João Pessoa, Paraíba",49.815868,6.129675,-7.121598,-34.882028,7466.071035
"João Pessoa, Paraíba",Zurique,-7.121598,-34.882028,47.374449,8.541042,7407.740843
Chennai,"Manaus, Amazonas",13.083694,80.270186,-3.200177,-59.498929,15459.953784
Belgrado,DURBAN,44.817813,20.456897,-29.861825,31.009909,8372.630116
DURBAN,Belgrado,-29.861825,31.009909,44.817813,20.456897,8372.630116
Túnis,Madri,33.843941,9.400138,40.416775,-3.70379,1370.21909
Passo Fundo,"Cuiabá, Mato Grosso",-28.258037,-52.409566,-15.598669,-56.09913,1457.894323
"Cuiabá, Mato Grosso",Passo Fundo,-15.598669,-56.09913,-28.258037,-52.409566,1457.894323
Jaipur,Nova Delhi,26.915458,75.818982,28.613895,77.209006,233.174011
Dubai,Jaipur,25.204849,55.270783,26.915458,75.818982,2059.090173
"Teresina, Piauí",Petrolina,-5.087461,-42.804957,-9.389091,-40.503061,541.509587
"Belém, Pará",São Gabriel da Cachoeira,-1.45056,-48.468245,-0.119461,-67.08451,2075.076953
Malabo,"Brasília, Distrito Federal",3.741877,8.774066,-15.793987,-47.8828,6597.805228
"Brasília, Distrito Federal",Malabo,-15.793987,-47.8828,3.741877,8.774066,6597.805228
"João Pessoa, Paraíba",Santo André,-7.121598,-34.882028,-7.220209,-36.631634,193.336675
Santo André,"João Pessoa, Paraíba",-7.220209,-36.631634,-7.121598,-34.882028,193.336675
"Rio de Janeiro, Rio de Janeiro",Correia Pinto,-22.911014,-43.209373,-27.588167,-50.361886,887.311706
Correia Pinto,"Manaus, Amazonas",-27.588167,-50.361886,-3.200177,-59.498929,2880.181255
Correia Pinto,"São Paulo, São Paulo",-27.588167,-50.361886,-23.550651,-46.633382,584.223129
Princeton - New Jersey,"Rio de Janeiro, Rio de Janeiro",40.349695,-74.659738,-22.911014,-43.209373,7751.176086
"Rio de Janeiro, Rio de Janeiro",Princeton - New Jersey,-22.911014,-43.209373,40.349695,-74.659738,7751.176086
Correia Pinto,"Campo Grande, Mato Grosso do Sul",-27.588167,-50.361886,-20.464017,-54.616295,902.124498
Paris,Ottawa,48.857548,2.351376,45.420878,-75.690111,5648.213082
Madison - Wisconsin,"Brasília, Distrito Federal",-37.813086,-72.674496,-15.793987,-47.8828,3449.129399
"Brasília, Distrito Federal",Madison - Wisconsin,-15.793987,-47.8828,-37.813086,-72.674496,3449.129399
"Curitiba, Paraná",Ponta Grossa,-25.494438,-49.284271,-25.092096,-50.167215,99.403053
"Brasília, Distrito Federal",Mundo Novo,-15.793987,-47.8828,-11.865986,-40.470663,911.537519
"Rio de Janeiro, Rio de Janeiro",Mendoza,-22.911014,-43.209373,-6.306975,-77.425802,4101.434187
Santa Fé,"São Paulo, São Paulo",-23.040457,-51.808445,-23.550651,-46.633382,531.534398
"São Paulo, São Paulo",Santa Fé,-23.550651,-46.633382,-23.040457,-51.808445,531.534398
Toronto,Montreal,43.653482,-79.383935,45.503182,-73.569806,504.18196
Cairo,Guarulhos,30.044388,31.235726,-23.454237,-46.533745,10205.362804
Guarulhos,Cairo,-23.454237,-46.533745,30.044388,31.235726,10205.362804
Nevsehir,"Vitória, Espírito Santo",38.723507,34.719417,-20.320092,-40.337668,10189.666596
"Vitória, Espírito Santo",Nevsehir,-20.320092,-40.337668,38.723507,34.719417,10189.666596
"Belém, Pará",Nashville,-1.45056,-48.468245,36.162277,-86.774298,5760.004349
Nashville,"Belém, Pará",36.162277,-86.774298,-1.45056,-48.468245,5760.004349
Parintins,Santarém,-2.637795,-56.729469,-6.484033,-38.476707,2067.464409
Uberlândia,Juazeiro do Norte,-18.914602,-48.275332,-7.219288,-39.316244,1621.415437
Uruguaiana,Paso de Los Libres,-29.761895,-57.085776,-29.713657,-57.086137,5.363882
"Goiânia, Goiás",Três Lagoas,-16.680882,-49.253269,-20.785311,-51.701155,524.119336
Petrolina,"Maceió, Alagoas",-9.389091,-40.503061,-9.647684,-35.733926,523.787917
"Maceió, Alagoas",Petrolina,-9.647684,-35.733926,-9.389091,-40.503061,523.787917
"Rio de Janeiro, Rio de Janeiro",Perth,-22.911014,-43.209373,-31.955897,115.860578,13520.740669
Perth,"Rio de Janeiro, Rio de Janeiro",-31.955897,115.860578,-22.911014,-43.209373,13520.740669
"Palmas, Tocantins",Ilhéus,-10.183785,-48.333642,-14.793504,-39.046346,1130.752286
Ilhéus,"Palmas, Tocantins",-14.793504,-39.046346,-10.183785,-48.333642,1130.752286
Montes Claros,"Florianópolis, Santa Catarina",-16.728638,-43.858173,-27.5973,-48.54961,1301.117356
Santarém,Sinop,-6.484033,-38.476707,-11.860852,-55.509488,1962.130048
Sinop,Santarém,-11.860852,-55.509488,-6.484033,-38.476707,1962.130048
Salta,Buenos Aires,-25.10767,-64.349496,-7.721758,-35.32728,3634.535589
Lisboa,Acra,38.722252,-9.139337,5.55711,-0.201238,3796.205244
"Belo Horizonte, Minas Gerais",Diamantina,-19.922732,-43.945095,-18.241782,-43.603464,190.329162
"Cascavel, Paraná",Londrina,-24.9555,-53.456054,-23.304442,-51.169528,295.867507
"Porto Alegre, Rio Grande do Sul",Atlanta,-30.0325,-51.230377,33.754466,-84.389815,7902.091476
Cingapura,Manilla,-23.50948,-46.617969,14.590449,120.980362,18378.854702
Doha,Deli,25.285633,51.526416,28.632803,77.219771,2568.509948
Deli,Cingapura,28.632803,77.219771,-23.50948,-46.617969,14426.622846
Basseterre,Bridgetown,17.296092,-62.722301,13.097783,-59.618418,573.412423
Bridgetown,Basseterre,13.097783,-59.618418,17.296092,-62.722301,573.412423
"Fortaleza, Ceará",Sinop,-3.730451,-38.521799,-11.860852,-55.509488,2076.798561
Guarulhos,Cingapura,-23.454237,-46.533745,-23.50948,-46.617969,10.56009
São José,Santarém,-27.614061,-48.637034,-6.484033,-38.476707,2582.589554
Santarém,São José,-6.484033,-38.476707,-27.614061,-48.637034,2582.589554
Paso de Los Libres,Uruguaiana,-29.713657,-57.086137,-29.761895,-57.085776,5.363882
"Belo Horizonte, Minas Gerais",Tabatinga,-19.922732,-43.945095,-21.72946,-48.690341,532.478572
Buenos Aires,La Plata,-7.721758,-35.32728,-34.92068,-57.953764,3805.047827
La Plata,Buenos Aires,-34.92068,-57.953764,-7.721758,-35.32728,3805.047827
Franca,"Macapá, Amapá",-20.535698,-47.404257,0.040153,-51.056959,2322.171047
"Macapá, Amapá",Franca,0.040153,-51.056959,-20.535698,-47.404257,2322.171047
"João Pessoa, Paraíba",Ponta Grossa,-7.121598,-34.882028,-25.092096,-50.167215,2575.007165
Uruguaiana,Guarulhos,-29.761895,-57.085776,-23.454237,-46.533745,1260.911062
Cruzeiro do Sul,Campinas,-22.962903,-52.162643,-22.905822,-47.06635,521.899185
"Belo Horizonte, Minas Gerais",Resistencia,-19.922732,-43.945095,-27.604883,-59.1932,1769.066531
Corrientes,Buenos Aires,-27.477939,-58.821421,-7.721758,-35.32728,3307.27272
Parnaíba,Guarulhos,-2.906237,-41.775723,-23.454237,-46.533745,2341.472211
Campinas,Tefé,-22.905822,-47.06635,-3.368602,-64.719803,2886.313508
Roma,Uberlândia,41.896707,12.482202,-18.914602,-48.275332,9192.923746
Uberlândia,Roma,-18.914602,-48.275332,41.896707,12.482202,9192.923746
"Brasília, Distrito Federal",São Gonçalo do Amarante,-15.793987,-47.8828,-5.785237,-35.330491,1764.334412
São Gonçalo do Amarante,"Brasília, Distrito Federal",-5.785237,-35.330491,-15.793987,-47.8828,1764.334412
Blumenau,"Belém, Pará",-26.915982,-49.071331,-1.45056,-48.468245,2832.357346
"Belém, Pará",Blumenau,-1.45056,-48.468245,-26.915982,-49.071331,2832.357346
Porto Seguro,Sinop,-16.44394,-39.06458,-11.860852,-55.509488,1843.978997
"Natal, Rio Grande do Norte",São Miguel do Oeste,-5.805398,-35.20809,-26.724691,-53.516714,3028.881608
São Miguel do Oeste,"Natal, Rio Grande do Norte",-26.724691,-53.516714,-5.805398,-35.20809,3028.881608
"Florianópolis, Santa Catarina",São Miguel do Oeste,-27.5973,-48.54961,-26.724691,-53.516714,500.859214
São Miguel do Oeste,"Florianópolis, Santa Catarina",-26.724691,-53.516714,-27.5973,-48.54961,500.859214
Bordeaux,"Brasília, Distrito Federal",44.841225,-0.580036,-15.793987,-47.8828,8260.764568
"Brasília, Distrito Federal",Bordeaux,-15.793987,-47.8828,44.841225,-0.580036,8260.764568
Niterói,"Maceió, Alagoas",-22.883696,-43.103739,-9.647684,-35.733926,1667.774525
"Maceió, Alagoas",Niterói,-9.647684,-35.733926,-22.883696,-43.103739,1667.774525
Paris,Varsóvia,48.857548,2.351376,52.233374,21.071149,1370.595286
"Maceió, Alagoas",Cidade do México,-9.647684,-35.733926,19.320772,-99.151468,7655.414192
Cidade do México,"Maceió, Alagoas",19.320772,-99.151468,-9.647684,-35.733926,7655.414192
Telavive,"Porto Alegre, Rio Grande do Sul",-14.419069,-53.120019,-30.0325,-51.230377,1746.895106
"Porto Alegre, Rio Grande do Sul",Telavive,-30.0325,-51.230377,-14.419069,-53.120019,1746.895106
Hanói,"Rio de Janeiro, Rio de Janeiro",21.028333,105.854041,-22.911014,-43.209373,16823.802535
"Rio de Janeiro, Rio de Janeiro",Hanói,-22.911014,-43.209373,21.028333,105.854041,16823.802535
Genebra,Xangai,46.201756,6.146601,31.230416,121.473701,9234.400795
Guarapuava,"Florianópolis, Santa Catarina",-25.390708,-51.462754,-27.5973,-48.54961,379.773081
Edimburgo,Aberdeen,55.953346,-3.188375,57.148243,-2.09281,148.865476
"Porto Alegre, Rio Grande do Sul",Newcastle,-30.0325,-51.230377,54.973847,-1.613157,10568.373864
Newcastle,Edimburgo,54.973847,-1.613157,55.953346,-3.188375,147.380754
Aberdeen,"Porto Alegre, Rio Grande do Sul",57.148243,-2.09281,-30.0325,-51.230377,10730.249253
Teixeira de Freitas,"Brasília, Distrito Federal",-17.540386,-39.740298,-15.793987,-47.8828,888.738227
"Manaus, Amazonas",Londres,-3.200177,-59.498929,51.507446,-0.127765,8246.455273
Assunção,"Goiânia, Goiás",-7.07501,-36.731368,-16.680882,-49.253269,1729.79981
Santarém,Porto Seguro,-6.484033,-38.476707,-16.44394,-39.06458,1109.337281
"Brasília, Distrito Federal",Jaipur,-15.793987,-47.8828,26.915458,75.818982,14101.668347
Jaipur,"Brasília, Distrito Federal",26.915458,75.818982,-15.793987,-47.8828,14101.668347
Luanda,São Tomé,-8.82727,13.243951,-5.974882,-36.077038,5444.196525
São Tomé,Luanda,-5.974882,-36.077038,-8.82727,13.243951,5444.196525
Gramado,"Natal, Rio Grande do Norte",-29.373831,-50.876613,-5.805398,-35.20809,3094.142838
"Natal, Rio Grande do Norte",Gramado,-5.805398,-35.20809,-29.373831,-50.876613,3094.142838
Santa Maria,Marabá,-5.838433,-35.691702,-5.38115,-49.133055,1488.284167
Marabá,Santa Maria,-5.38115,-49.133055,-5.838433,-35.691702,1488.284167
Foz do Iguaçu,Porto Seguro,-25.54321,-54.583145,-16.44394,-39.06458,1899.802115
Nova York,"Natal, Rio Grande do Norte",40.712728,-74.006015,-5.805398,-35.20809,6510.565813
São José do Xingu,"Brasília, Distrito Federal",-10.801926,-52.735117,-15.793987,-47.8828,763.956705
"Brasília, Distrito Federal",Glasgow,-15.793987,-47.8828,55.86167,-4.258334,8947.498615
Glasgow,"Brasília, Distrito Federal",55.86167,-4.258334,-15.793987,-47.8828,8947.498615
Barueri,"Brasília, Distrito Federal",-23.506168,-46.879443,-15.793987,-47.8828,863.954861
"Brasília, Distrito Federal",Barueri,-15.793987,-47.8828,-23.506168,-46.879443,863.954861
"Rio de Janeiro, Rio de Janeiro",Hamburgo,-22.911014,-43.209373,53.550341,10.000654,9914.57814
Guarapuava,"Cuiabá, Mato Grosso",-25.390708,-51.462754,-15.598669,-56.09913,1190.764515
Santarém,Maringá,-6.484033,-38.476707,-23.42101,-51.933731,2370.161124
Maringá,Santarém,-23.42101,-51.933731,-6.484033,-38.476707,2370.161124
Doha,Moscou,25.285633,51.526416,55.625578,37.606392,3558.19858
"Brasília, Distrito Federal",Santa Marta,-15.793987,-47.8828,11.232094,-74.195092,4173.3777
Santa Marta,"Brasília, Distrito Federal",11.232094,-74.195092,-15.793987,-47.8828,4173.3777
Itajaí,"Natal, Rio Grande do Norte",-26.910579,-48.670899,-5.805398,-35.20809,2745.97671
"Natal, Rio Grande do Norte",Itajaí,-5.805398,-35.20809,-26.910579,-48.670899,2745.97671
"Brasília, Distrito Federal",Perth,-15.793987,-47.8828,-31.955897,115.860578,14429.917493
Perth,"Brasília, Distrito Federal",-31.955897,115.860578,-15.793987,-47.8828,14429.917493
Ilhéus,"Aracaju, Sergipe",-14.793504,-39.046346,-10.916206,-37.077466,481.056665
"Aracaju, Sergipe",Ilhéus,-10.916206,-37.077466,-14.793504,-39.046346,481.056665
Washington,Vancouver,38.907192,-77.036871,49.260872,-123.113952,3790.615873
"Salvador, Bahia",Medellín,-12.98225,-38.481277,6.269732,-75.60256,4625.709606
Medellín,"Salvador, Bahia",6.269732,-75.60256,-12.98225,-38.481277,4625.709606
"Brasília, Distrito Federal",Canoas,-15.793987,-47.8828,-29.913238,-51.186134,1605.7829
Canoas,"Brasília, Distrito Federal",-29.913238,-51.186134,-15.793987,-47.8828,1605.7829
Winston-Salem,"Rio de Janeiro, Rio de Janeiro",36.099813,-80.244052,-22.911014,-43.209373,7628.912014
"Rio de Janeiro, Rio de Janeiro",Winston-Salem,-22.911014,-43.209373,36.099813,-80.244052,7628.912014
"Brasília, Distrito Federal",Cancun,-15.793987,-47.8828,21.152747,-86.842576,5910.99015
Cancun,"Brasília, Distrito Federal",21.152747,-86.842576,-15.793987,-47.8828,5910.99015
Bayeux,"Brasília, Distrito Federal",-7.128243,-34.925609,-15.793987,-47.8828,1708.143994
"Brasília, Distrito Federal",Bayeux,-15.793987,-47.8828,-7.128243,-34.925609,1708.143994
Ribeirão Preto,"Aracaju, Sergipe",-21.170392,-47.810275,-10.916206,-37.077466,1615.829307
"Aracaju, Sergipe",Ribeirão Preto,-10.916206,-37.077466,-21.170392,-47.810275,1615.829307
Pequim,Hong Kong,40.190632,116.412144,22.350627,114.184916,1994.787455
Jaipur,Mumbai,26.915458,75.818982,19.054999,72.869204,924.611884
Santo Ângelo,"Manaus, Amazonas",-28.300595,-54.267247,-3.200177,-59.498929,2845.543648
Paris,Kasane,48.857548,2.351376,-17.799239,25.156546,7748.027846
Kasane,Paris,-17.799239,25.156546,48.857548,2.351376,7748.027846
Passo Fundo,"Macapá, Amapá",-28.258037,-52.409566,0.040153,-51.056959,3149.912061
"Macapá, Amapá",Santo Ângelo,0.040153,-51.056959,-28.300595,-54.267247,3169.84109
Viena,Nova York,48.208354,16.372504,40.712728,-74.006015,6796.243231
"Brasília, Distrito Federal",Ibagué,-15.793987,-47.8828,4.438603,-75.210886,3755.639459
Ibagué,Bogotá,4.438603,-75.210886,4.599283,-74.080983,126.516755
"Fortaleza, Ceará",Cruz,-3.730451,-38.521799,-2.918518,-40.176305,204.652233
Cruz,"Brasília, Distrito Federal",-2.918518,-40.176305,-15.793987,-47.8828,1661.730956
Istambul,Porto,41.006381,28.975872,-3.891715,-42.711528,8776.487336
Assunção,Paris,-7.07501,-36.731368,48.857548,2.351376,7287.646397
Columbus - Geórgia,"Manaus, Amazonas",32.461071,-84.988045,-3.200177,-59.498929,4789.530622
"Manaus, Amazonas",Columbus - Geórgia,-3.200177,-59.498929,32.461071,-84.988045,4789.530622
Niterói,"Belo Horizonte, Minas Gerais",-22.883696,-43.103739,-19.922732,-43.945095,340.567298
"Belo Horizonte, Minas Gerais",Niterói,-19.922732,-43.945095,-22.883696,-43.103739,340.567298
Itaituba,Guarulhos,-4.267087,-55.993061,-23.454237,-46.533745,2362.842897
Guarulhos,Itaituba,-23.454237,-46.533745,-4.267087,-55.993061,2362.842897
"São Paulo, São Paulo",Newcastle,-23.550651,-46.633382,54.973847,-1.613157,9722.578934
Uberlândia,Ribeirão Preto,-18.914602,-48.275332,-21.170392,-47.810275,255.492614
Ribeirão Preto,Uberlândia,-21.170392,-47.810275,-18.914602,-48.275332,255.492614
"Rio de Janeiro, Rio de Janeiro",Lagoa Santa,-22.911014,-43.209373,-19.185567,-51.399751,945.258626
Vancouver,Munique,49.260872,-123.113952,48.137108,11.575382,8345.041849
Xiamen,"Manaus, Amazonas",24.543873,118.076806,-3.200177,-59.498929,17627.587731
"Manaus, Amazonas",Xiamen,-3.200177,-59.498929,24.543873,118.076806,17627.587731
Cidade do México,Campeche,19.320772,-99.151468,19.0,-90.5,909.312973
