Origem - Cidade,Destino - Cidade,Latitude_Origem,Longitude_Origem,Latitude_Destino,Longitude_Destino,Distância (GCD)
Kuala Lumpur,Nova York,3.152659,101.70222,40.712728,-74.006015,15117.997604
Dallas,Los Angeles,32.776272,-96.796856,34.053691,-118.242766,1991.917558
Hanói,Lusaca,21.028333,105.854041,-15.41634,28.281841,9380.509104
Madri,Bamaco,40.416775,-3.70379,12.613266,-7.984739,3119.804136
"Rio Branco, Acre",Madri,-9.976536,-67.822078,40.416775,-3.70379,8627.049797
Tefé,Montes Claros,-3.368602,-64.719803,-16.728638,-43.858173,2719.630694
Tabatinga,Governador Valadares,-21.72946,-48.690341,-18.854925,-41.955885,771.533127
Governador Valadares,Tabatinga,-18.854925,-41.955885,-21.72946,-48.690341,771.533127
"São Luís, Maranhão",Barra do Garças,-2.529526,-44.296394,-15.889532,-52.271959,1723.213001
Barra do Garças,"São Luís, Maranhão",-15.889532,-52.271959,-2.529526,-44.296394,1723.213001
Foz do Iguaçu,Zurique,-25.54321,-54.583145,47.374449,8.541042,10269.176015
Londrina,Altamira,-23.304442,-51.169528,-3.204453,-52.210361,2237.819983
Londres,Astana,51.507446,-0.127765,51.115993,71.467706,4769.556242
Ottawa,Londres,45.420878,-75.690111,51.507446,-0.127765,5360.575143
Altamira,Anapu,-3.204453,-52.210361,-3.470236,-51.200658,115.914161
Anapu,Altamira,-3.470236,-51.200658,-3.204453,-52.210361,115.914161
Tbilisi,Nouakchott,41.693459,44.80145,18.079238,-15.978007,6274.817136
"Campo Grande, Mato Grosso do Sul",Miami,-20.464017,-54.616295,25.774173,-80.19362,5835.94846
Miami,"Campo Grande, Mato Grosso do Sul",25.774173,-80.19362,-20.464017,-54.616295,5835.94846
Praga,Washington,50.087465,14.421254,38.907192,-77.036871,6897.247845
Cidade do México,Xangai,19.320772,-99.151468,31.230416,121.473701,12916.594107
"Campo Grande, Mato Grosso do Sul",Aragarças,-20.464017,-54.616295,-15.903287,-52.245047,565.586484
Aragarças,"Campo Grande, Mato Grosso do Sul",-15.903287,-52.245047,-20.464017,-54.616295,565.586484
Chapecó,Renascença,-27.100919,-52.615641,-26.159305,-52.970798,110.493717
Renascença,Chapecó,-26.159305,-52.970798,-27.100919,-52.615641,110.493717
Buenos Aires,Johannesburg,-7.721758,-35.32728,-26.205,28.049722,6978.39192
Johannesburg,Montreal,-26.205,28.049722,45.503182,-73.569806,12921.745464
"Campo Grande, Mato Grosso do Sul",Maputo,-20.464017,-54.616295,-25.966213,32.56745,8760.674159
Montevidéu,Uagadugu,-34.905892,-56.19131,12.368187,-1.527094,7792.328486
Taipei,Telavive,25.03752,121.56368,-14.419069,-53.120019,18710.298021
Kuaite,Kiev,29.273396,47.497948,50.450034,30.524136,2750.060679
Apucarana,"São Paulo, São Paulo",-23.550427,-51.463917,-23.550651,-46.633382,492.368889
"Porto Alegre, Rio Grande do Sul",Gavião Peixoto,-30.0325,-51.230377,-21.837127,-48.496067,951.30282
Uberaba,Uberlândia,-19.747669,-47.93847,-18.914602,-48.275332,99.146874
Fort Lauderdale,Phoenix,26.122308,-80.143379,33.448437,-112.074141,3173.552267
Phoenix,Sacramento - California,33.448437,-112.074141,38.581061,-121.493895,1020.646379
Comodoro,"Porto Velho, Rondônia",-13.661857,-59.785202,-8.749452,-63.873544,705.04744
Tangará da Serra,Comodoro,-14.623338,-57.493719,-13.661857,-59.785202,269.213035
Comodoro,"Cuiabá, Mato Grosso",-13.661857,-59.785202,-15.598669,-56.09913,451.2625
Pontes e Lacerda,Comodoro,-15.230863,-59.336843,-13.661857,-59.785202,181.021825
Cáceres,Pontes e Lacerda,-16.076846,-57.682243,-15.230863,-59.336843,200.582767
Johannesburg,Miami,-26.205,28.049722,25.774173,-80.19362,12945.304194
"Boa Vista, Roraima",Macaé,2.820848,-60.671958,-22.377294,-41.78519,3472.338342
Macaé,"Boa Vista, Roraima",-22.377294,-41.78519,2.820848,-60.671958,3472.338342
Rio Verde,"Boa Vista, Roraima",-17.792717,-50.919606,2.820848,-60.671958,2529.153535
Dourados,Tabatinga,-22.223553,-54.812489,-21.72946,-48.690341,633.627954
Tabatinga,Dourados,-21.72946,-48.690341,-22.223553,-54.812489,633.627954
Amsterdam,Istambul,52.37308,4.892453,41.006381,28.975872,2212.905032
Formosa,"Porto Alegre, Rio Grande do Sul",-15.540441,-47.337383,-30.0325,-51.230377,1659.733996
Bauru,São José dos Campos,-22.325038,-49.087554,-23.190034,-45.884508,342.218589
Montes Claros,Barueri,-16.728638,-43.858173,-23.506168,-46.879443,816.883683
"Belém, Pará",Nova Londrina,-1.45056,-48.468245,-22.764391,-52.987207,2419.721322
Araçatuba,"São Luís, Maranhão",-21.208111,-50.440523,-2.529526,-44.296394,2180.888978
"São Luís, Maranhão",Araçatuba,-2.529526,-44.296394,-21.208111,-50.440523,2180.888978
Dacar,Gaborone,14.693425,-17.447938,-24.658136,25.908847,6423.429989
Campinas,Botucatu,-22.905822,-47.06635,-22.88417,-48.444115,141.151279
Gavião Peixoto,Campinas,-21.837127,-48.496067,-22.905822,-47.06635,189.031148
Uagadugu,Cotonou,12.368187,-1.527094,6.367695,2.425251,795.62944
Sevilha,Praia,37.38863,-5.99534,14.916281,-23.50951,3037.629392
Campina Grande,Marília,-7.222378,-35.873439,-22.217575,-49.950477,2248.456257
Praia,Londres,14.916281,-23.50951,51.507446,-0.127765,4570.533238
Saint Louis - Missouri,"Recife, Pernambuco",38.628028,-90.191015,-8.058493,-34.884819,7710.689725
"Porto Alegre, Rio Grande do Sul",Dubai,-30.0325,-51.230377,25.204849,55.270783,12879.166214
Dubai,"Porto Alegre, Rio Grande do Sul",25.204849,55.270783,-30.0325,-51.230377,12879.166214
Abuja,Washington,9.06433,7.489297,38.907192,-77.036871,8904.639711
Jacareí,"São Paulo, São Paulo",-23.29877,-45.966208,-23.550651,-46.633382,73.608742
"São Paulo, São Paulo",Jacareí,-23.550651,-46.633382,-23.29877,-45.966208,73.608742
Petrolina,Vitória da Conquista,-9.389091,-40.503061,-14.861923,-40.844498,609.681185
Itamarandiba,"Fortaleza, Ceará",-17.855624,-42.856479,-3.730451,-38.521799,1640.073422
Havana,Buenos Aires,23.135305,-82.358963,-7.721758,-35.32728,6156.630183
Guarulhos,Cotonou,-23.454237,-46.533745,6.367695,2.425251,6262.987782
Sete Lagoas,"Cascavel, Paraná",-19.457373,-44.241627,-24.9555,-53.456054,1127.9609
"Cascavel, Paraná",Sete Lagoas,-24.9555,-53.456054,-19.457373,-44.241627,1127.9609
Wilmington - Delaware,Guarulhos,39.745947,-75.546589,-23.454237,-46.533745,7645.186552
Copenhague,Seul,55.686724,12.570072,37.566679,126.978291,7939.482715
"Teresina, Piauí",Piripiri,-5.087461,-42.804957,-4.274677,-41.776169,145.489357
Tóquio,Los Angeles,35.676422,139.650027,34.053691,-118.242766,8819.371455
Porto Velho - Demarcação,"Manaus, Amazonas",-8.441446,-62.632305,-3.200177,-59.498929,678.024223
"Brasília, Distrito Federal",Porto Velho - Demarcação,-15.793987,-47.8828,-8.441446,-62.632305,1798.626581
Paris,Brazzaville,48.857548,2.351376,-4.269441,15.271226,6038.730869
Kuala Lumpur,Tóquio,3.152659,101.70222,35.676422,139.650027,5315.467337
Madri,Assunção,40.416775,-3.70379,-7.07501,-36.731368,6269.760424
Ribeirão Preto,Sertãozinho,-21.170392,-47.810275,-6.75169,-35.437451,2083.645281
San Francisco - Califórnia,San José,37.779259,-122.419329,-25.54135,-56.718893,9820.706451
Tbilisi,Larnaca,41.693459,44.80145,34.92361,33.623618,1230.256069
Lins,Marília,-21.672286,-49.752969,-22.217575,-49.950477,63.963761
"Salvador, Bahia",Caetité,-12.98225,-38.481277,-14.068873,-42.486483,449.53673
Caetité,"Salvador, Bahia",-14.068873,-42.486483,-12.98225,-38.481277,449.53673
Istambul,Amsterdam,41.006381,28.975872,52.37308,4.892453,2212.905032
"São Paulo, São Paulo",Linköping,-23.550651,-46.633382,58.409814,15.624525,10753.496728
Linköping,"São Paulo, São Paulo",58.409814,15.624525,-23.550651,-46.633382,10753.496728
Montes Claros,Sorriso,-16.728638,-43.858173,-12.542951,-55.721479,1358.089766
Sorriso,Montes Claros,-12.542951,-55.721479,-16.728638,-43.858173,1358.089766
Chapecó,Sorriso,-27.100919,-52.615641,-12.542951,-55.721479,1650.813048
Abidjã,"João Pessoa, Paraíba",5.320357,-4.016107,-7.121598,-34.882028,3693.779787
"João Pessoa, Paraíba",Abidjã,-7.121598,-34.882028,5.320357,-4.016107,3693.779787
"Manaus, Amazonas",Presidente Figueiredo,-3.200177,-59.498929,-2.030193,-60.023819,142.563409
Presidente Figueiredo,"Manaus, Amazonas",-2.030193,-60.023819,-3.200177,-59.498929,142.563409
Guarantã do Norte,Altamira,-9.962598,-54.912547,-3.204453,-52.210361,808.51514
Altamira,Guarantã do Norte,-3.204453,-52.210361,-9.962598,-54.912547,808.51514
Adis-Ababa,"Belo Horizonte, Minas Gerais",9.035829,38.752413,-19.922732,-43.945095,9596.316431
"Belo Horizonte, Minas Gerais",Adis-Ababa,-19.922732,-43.945095,9.035829,38.752413,9596.316431
Marabá,Guarantã do Norte,-5.38115,-49.133055,-9.962598,-54.912547,815.430712
Ji-Paraná,Seringueiras,-10.87815,-61.932608,-11.76989,-63.033702,155.706088
Kiev,Tbilisi,50.450034,30.524136,41.693459,44.80145,1465.553522
Chapecó,Ametista do Sul,-27.100919,-52.615641,-27.361125,-53.18346,63.15809
Ametista do Sul,Chapecó,-27.361125,-53.18346,-27.100919,-52.615641,63.15809
Viena,Dublin,48.208354,16.372504,53.34938,-6.260559,1682.258134
"Belo Horizonte, Minas Gerais",Macaé,-19.922732,-43.945095,-22.377294,-41.78519,353.063913
Mossoró,São José dos Campos,-5.184143,-37.347751,-23.190034,-45.884508,2201.629156
Diamantina,"São Paulo, São Paulo",-18.241782,-43.603464,-23.550651,-46.633382,668.910244
"Boa Vista, Roraima",Normândia,2.820848,-60.671958,49.067771,0.313853,7698.365723
Normândia,"Boa Vista, Roraima",49.067771,0.313853,2.820848,-60.671958,7698.365723
Iaundê,Bruxelas,3.868987,11.521334,50.846557,4.351697,5266.458141
Amsterdam,Tallin,52.37308,4.892453,59.436961,24.753575,1457.541586
Port of Spain,Amsterdam,10.657268,-61.518017,52.37308,4.892453,7478.821674
"Recife, Pernambuco",Nova Delhi,-8.058493,-34.884819,28.613895,77.209006,12588.094595
São José dos Campos,Chennai,-23.190034,-45.884508,13.083694,80.270186,14246.730806
"Natal, Rio Grande do Norte",Bilbao,-5.805398,-35.20809,43.263002,-2.935004,6348.774129
Bilbao,"Natal, Rio Grande do Norte",43.263002,-2.935004,-5.805398,-35.20809,6348.774129
"Brasília, Distrito Federal",Juramento,-15.793987,-47.8828,-16.847784,-43.586819,473.163825
Juramento,"São Paulo, São Paulo",-16.847784,-43.586819,-23.550651,-46.633382,810.198816
Marabá,Itupiranga,-5.38115,-49.133055,-5.132445,-49.331111,35.294784
Eldorado do Carajás,Marabá,-6.102925,-49.357249,-5.38115,-49.133055,84.003113
Itupiranga,Eldorado do Carajás,-5.132445,-49.331111,-6.102925,-49.357249,107.951169
Istambul,Taipei,41.006381,28.975872,25.03752,121.56368,8418.652734
Bagdá,Istambul,33.30617,44.387221,41.006381,28.975872,1608.31782
"Fortaleza, Ceará",São Vicente,-3.730451,-38.521799,-6.219344,-36.682996,343.623116
Espírito Santo do Pinhal,"Brasília, Distrito Federal",-22.191346,-46.748066,-15.793987,-47.8828,721.275617
"Curitiba, Paraná",Araucária,-25.494438,-49.284271,-25.586416,-49.405172,15.866253
Araucária,"Curitiba, Paraná",-25.586416,-49.405172,-25.494438,-49.284271,15.866253
Londrina,Marília,-23.304442,-51.169528,-22.217575,-49.950477,173.864874
Manilla,Los Angeles,14.590449,120.980362,34.053691,-118.242766,11744.132522
Los Angeles,Miami,34.053691,-118.242766,25.774173,-80.19362,3757.977198
Cotonou,Bagdá,6.367695,2.425251,33.30617,44.387221,5256.392419
Cotonou,Istambul,6.367695,2.425251,41.006381,28.975872,4665.283089
Cariacica,"Vitória, Espírito Santo",-20.263684,-40.416895,-20.320092,-40.337668,10.37388
"Santiago, Chile",Cidade da Guatemala,-33.437776,-70.65045,14.641614,-90.513284,5746.432605
Santa Maria,Santo Ângelo,-5.838433,-35.691702,-28.300595,-54.267247,3173.269516
Assunção,Miami,-7.07501,-36.731368,25.774173,-80.19362,5946.850118
Miami,Baltimore - Maryland,25.774173,-80.19362,39.290882,-76.610759,1539.681152
Amsterdam,BASEL,52.37308,4.892453,47.558108,7.587826,568.948381
Los Angeles,"Belo Horizonte, Minas Gerais",34.053691,-118.242766,-19.922732,-43.945095,9880.127656
"Belo Horizonte, Minas Gerais",Los Angeles,-19.922732,-43.945095,34.053691,-118.242766,9880.127656
Riad,Frankfurt,48.290206,11.042579,50.110644,8.682092,265.281487
Frankfurt,Riad,50.110644,8.682092,48.290206,11.042579,265.281487
Frankfurt,Madri,50.110644,8.682092,40.416775,-3.70379,1445.893774
Nassau,"Salvador, Bahia",25.078227,-77.338344,-12.98225,-38.481277,5970.816449
"Salvador, Bahia",Nassau,-12.98225,-38.481277,25.078227,-77.338344,5970.816449
"São Paulo, São Paulo",CANCUN,-23.550651,-46.633382,21.152747,-86.842576,6607.29278
CANCUN,"São Paulo, São Paulo",21.152747,-86.842576,-23.550651,-46.633382,6607.29278
Milão,Adis-Ababa,45.464194,9.189635,9.035829,38.752413,4937.465712
Lisboa,Cidade do México,38.722252,-9.139337,19.320772,-99.151468,8680.379073
Bruxelas,Sydney,50.846557,4.351697,-33.869844,151.208285,16744.865274
Tóquio,Houston,35.676422,139.650027,29.758938,-95.367697,10740.735509
Washington,Casablanca,38.907192,-77.036871,33.594514,-7.620028,6101.561436
Manchester,Lisboa,53.479489,-2.245115,38.722252,-9.139337,1722.896808
Copenhague,Belgrado,55.686724,12.570072,44.817813,20.456897,1330.313391
Frankfurt,Miami,50.110644,8.682092,25.774173,-80.19362,7763.661009
Cidade do México,Georgetown,19.320772,-99.151468,6.799327,-58.170867,4637.432569
"Porto Alegre, Rio Grande do Sul",São Gabriel,-30.0325,-51.230377,-11.227403,-41.879745,2303.659395
"Cuiabá, Mato Grosso",Havana,-15.598669,-56.09913,23.135305,-82.358963,5167.956483
Havana,"Cuiabá, Mato Grosso",23.135305,-82.358963,-15.598669,-56.09913,5167.956483
"Rio Branco, Acre",Tefé,-9.976536,-67.822078,-3.368602,-64.719803,810.640575
Tefé,"Rio Branco, Acre",-3.368602,-64.719803,-9.976536,-67.822078,810.640575
Mendoza,"São Paulo, São Paulo",-6.306975,-77.425802,-23.550651,-46.633382,3808.25992
Hong Kong,Atlanta,22.350627,114.184916,33.754466,-84.389815,13473.758167
Daca,Porto,23.764386,90.389014,-3.891715,-42.711528,14526.084187
Porto,Dacar,-3.891715,-42.711528,14.693425,-17.447938,3467.042112
Mundo Novo,Dourados,-11.865986,-40.470663,-22.223553,-54.812489,1908.384718
Wellington,Narita,-41.288795,174.777211,35.776768,140.318338,9261.259676
Port of Spain,Georgetown,10.657268,-61.518017,6.799327,-58.170867,565.069727
Guarulhos,Tegucigalpa,-23.454237,-46.533745,14.105743,-87.204005,6082.619808
Bogotá,Jacarta,4.599283,-74.080983,-6.175405,106.827168,19813.042992
Vancouver,Lusaca,49.260872,-123.113952,-15.41634,28.281841,15446.9256
Atenas,Cidade do México,37.975565,23.734832,19.320772,-99.151468,11292.488843
"Brasília, Distrito Federal",Torres,-15.793987,-47.8828,-29.333922,-49.73373,1517.436554
Wellington,Dunedin,-41.288795,174.777211,-45.874098,170.503576,614.977875
Dunedin,Wellington,-45.874098,170.503576,-41.288795,174.777211,614.977875
Resende,"Porto Velho, Rondônia",-22.470954,-44.451291,-8.749452,-63.873544,2574.038809
"Porto Velho, Rondônia",Resende,-8.749452,-63.873544,-22.470954,-44.451291,2574.038809
Resende,"Rio Branco, Acre",-22.470954,-44.451291,-9.976536,-67.822078,2849.284244
"Rio Branco, Acre",Resende,-9.976536,-67.822078,-22.470954,-44.451291,2849.284244
Resende,Santarém,-22.470954,-44.451291,-6.484033,-38.476707,1889.604795
Santarém,Resende,-6.484033,-38.476707,-22.470954,-44.451291,1889.604795
Resende,"Boa Vista, Roraima",-22.470954,-44.451291,2.820848,-60.671958,3318.243938
"Boa Vista, Roraima",Resende,2.820848,-60.671958,-22.470954,-44.451291,3318.243938
Chicago,Cidade do México,41.875562,-87.624421,19.320772,-99.151468,2733.79212
Paris,Dacar,48.857548,2.351376,14.693425,-17.447938,4206.748273
"Recife, Pernambuco",Sète,-8.058493,-34.884819,43.401443,3.695977,6918.808832
Sète,"Recife, Pernambuco",43.401443,3.695977,-8.058493,-34.884819,6918.808832
"Rio Branco, Acre",Rondonópolis,-9.976536,-67.822078,-16.46769,-54.637603,1598.37623
Yangon,Seul,16.796713,96.160992,37.566679,126.978291,3793.917333
Tabatinga,"Teresina, Piauí",-21.72946,-48.690341,-5.087461,-42.804957,1956.080792
San José,Tegucigalpa,-25.54135,-56.718893,14.105743,-87.204005,5507.7305
Zagreb,San José,45.813097,15.97728,-25.54135,-56.718893,10787.507045
Los Angeles,Bridgetown,34.053691,-118.242766,13.097783,-59.618418,6319.873691
Washington,Beirute,38.907192,-77.036871,33.889226,35.502558,9352.802926
Connecticut,Washington,41.65002,-72.734216,38.907192,-77.036871,475.539317
Paris,Astana,48.857548,2.351376,51.115993,71.467706,4761.893461
"Brasília, Distrito Federal",Juína,-15.793987,-47.8828,-11.425024,-58.770542,1272.609975
"Brasília, Distrito Federal",Holambra,-15.793987,-47.8828,-22.640988,-47.049093,766.359625
Sinop,Rio Verde,-11.860852,-55.509488,-17.792717,-50.919606,823.537198
Redenção,"Palmas, Tocantins",-8.025707,-50.032077,-10.183785,-48.333642,303.897771
Helsinki,Frankfurt,60.16989,24.938472,50.110644,8.682092,1514.622167
Adis-Ababa,Estocolmo,9.035829,38.752413,59.325117,18.071094,5856.321832
Tefé,"João Pessoa, Paraíba",-3.368602,-64.719803,-7.121598,-34.882028,3329.245738
Guarulhos,Jacksonville,-23.454237,-46.533745,30.332184,-81.655651,7057.774474
Fairbanks,Rockville - Maryland,64.837845,-147.716675,39.081798,-77.151684,5239.852152
Fairbanks,"Brasília, Distrito Federal",64.837845,-147.716675,-15.793987,-47.8828,12057.415897
Jacksonville,Fairbanks,30.332184,-81.655651,64.837845,-147.716675,5859.898166
Bangalore,Chennai,12.976794,77.590082,13.083694,80.270186,290.582294
Jundiaí,Leme,-23.185695,-46.897758,-22.18133,-47.384509,122.336303
Leme,Jundiaí,-22.18133,-47.384509,-23.185695,-46.897758,122.336303
"Campo Grande, Mato Grosso do Sul",Formosa,-20.464017,-54.616295,-15.540441,-47.337383,944.296642
Breves,"Porto Velho, Rondônia",-1.68074,-50.479474,-8.749452,-63.873544,1677.707301
"Porto Velho, Rondônia",Breves,-8.749452,-63.873544,-1.68074,-50.479474,1677.707301
"Fortaleza, Ceará",Jijoca de Jericoacoara,-3.730451,-38.521799,-2.793701,-40.513068,244.369027
"Porto Alegre, Rio Grande do Sul",Paraopeba,-30.0325,-51.230377,-19.273662,-44.40474,1380.085286
Paraopeba,"Porto Alegre, Rio Grande do Sul",-19.273662,-44.40474,-30.0325,-51.230377,1380.085286
Rio Largo,"São Luís, Maranhão",-9.478263,-35.839732,-2.529526,-44.296394,1212.619472
"São Luís, Maranhão",Rio Largo,-2.529526,-44.296394,-9.478263,-35.839732,1212.619472
Helsinki,Seul,60.16989,24.938472,37.566679,126.978291,7057.592911
Tóquio,Shenzhen,35.676422,139.650027,22.544574,114.054543,2870.193847
Calcutá,Bangalore,22.572646,88.363895,12.976794,77.590082,1560.642244
"Natal, Rio Grande do Norte",Parintins,-5.805398,-35.20809,-2.637795,-56.729469,2412.043711
São Borja,"Brasília, Distrito Federal",-28.65829,-56.004081,-15.793987,-47.8828,1655.4144
Campo Novo do Parecis,"Cuiabá, Mato Grosso",-13.659159,-57.891164,-15.598669,-56.09913,289.275323
Santos Dumont,Navegantes,-21.463857,-43.550248,-26.894775,-48.655017,795.283043
Navegantes,Santos Dumont,-26.894775,-48.655017,-21.463857,-43.550248,795.283043
Acari,"Natal, Rio Grande do Norte",-6.435331,-36.640864,-5.805398,-35.20809,173.203602
"Curitiba, Paraná",Parintins,-25.494438,-49.284271,-2.637795,-56.729469,2663.466973
Porangatu,Parauapebas/Carajás,-13.438689,-49.149945,-6.070533,-50.067941,825.445501
"Cascavel, Paraná",Araçatuba,-24.9555,-53.456054,-21.208111,-50.440523,518.390063
Araçatuba,"Cascavel, Paraná",-21.208111,-50.440523,-24.9555,-53.456054,518.390063
Araguari,"Curitiba, Paraná",-18.646035,-48.193788,-25.494438,-49.284271,769.739325
"Curitiba, Paraná",Araguari,-25.494438,-49.284271,-18.646035,-48.193788,769.739325
Osório,Cambará do Sul,-29.888572,-50.26716,-29.04789,-50.14695,94.201164
Cambará do Sul,Forquilhinha,-29.04789,-50.14695,-28.745843,-49.478903,73.194801
"Porto Alegre, Rio Grande do Sul",Osório,-30.0325,-51.230377,-29.888572,-50.26716,94.16202
Forquilhinha,Jaguaruna,-28.745843,-49.478903,-28.615083,-49.030013,46.140975
Redenção,Colíder,-8.025707,-50.032077,-10.813871,-55.461405,671.373798
Jijoca de Jericoacoara,Sinop,-2.793701,-40.513068,-11.860852,-55.509488,1935.372128
"Campo Grande, Mato Grosso do Sul",Campos dos Goytacazes,-20.464017,-54.616295,-21.762657,-41.318412,1386.488299
Governador Valadares,Tefé,-18.854925,-41.955885,-3.368602,-64.719803,3014.84329
Governador Valadares,Marabá,-18.854925,-41.955885,-5.38115,-49.133055,1688.269725
Parnaíba,"Porto Velho, Rondônia",-2.906237,-41.775723,-8.749452,-63.873544,2528.129393
"Porto Velho, Rondônia",Parnaíba,-8.749452,-63.873544,-2.906237,-41.775723,2528.129393
"Florianópolis, Santa Catarina",Fernando de Noronha,-27.5973,-48.54961,-3.84,-32.411,3147.66436
Santa Maria,Alegrete,-5.838433,-35.691702,-29.7891,-55.802497,3396.127236
Taubaté,"Belém, Pará",-23.010894,-45.55965,-1.45056,-48.468245,2417.867142
Nova York,Casablanca,40.712728,-74.006015,33.594514,-7.620028,5796.986075
Abu Dabi,Buenos Aires,24.453835,54.377401,-7.721758,-35.32728,10332.422535
Guarulhos,Teerã,-23.454237,-46.533745,35.689252,51.3896,12183.284128
Istambul,Roma,41.006381,28.975872,41.896707,12.482202,1376.052155
Una,"Rio de Janeiro, Rio de Janeiro",-15.29371,-39.074956,-22.911014,-43.209373,951.706202
"Maceió, Alagoas",Una,-9.647684,-35.733926,-15.29371,-39.074956,724.983753
Amsterdam,Xangai,52.37308,4.892453,31.230416,121.473701,8873.644344
Pelotas,Ponta Grossa,-31.765377,-52.337528,-25.092096,-50.167215,771.7246
Ribeirão Preto,Tefé,-21.170392,-47.810275,-3.368602,-64.719803,2694.761174
Campina Grande,"Rio Branco, Acre",-7.222378,-35.873439,-9.976536,-67.822078,3524.505785
Marabá,Tabatinga,-5.38115,-49.133055,-21.72946,-48.690341,1818.473884
Osasco,"Salvador, Bahia",-23.532869,-46.791955,-12.98225,-38.481277,1464.059213
"Salvador, Bahia",Osasco,-12.98225,-38.481277,-23.532869,-46.791955,1464.059213
Tabatinga,Imperatriz,-21.72946,-48.690341,-5.518873,-47.478099,1807.251817
Imperatriz,Tabatinga,-5.518873,-47.478099,-21.72946,-48.690341,1807.251817
"São Luís, Maranhão",Santa Inês,-2.529526,-44.296394,-13.295383,-39.82147,1294.300062
Islamabad,Berlim,33.693812,73.065151,52.517388,13.395131,5104.060587
"Manaus, Amazonas",Amajari,-3.200177,-59.498929,3.653085,-61.418546,791.342874
Amajari,"Manaus, Amazonas",3.653085,-61.418546,-3.200177,-59.498929,791.342874
Tucuruí,Altamira,-3.766094,-49.677721,-3.204453,-52.210361,287.948536
"São Paulo, São Paulo",Aparecida,-23.550651,-46.633382,-6.785072,-38.08057,2076.171913
Aparecida,"São Paulo, São Paulo",-6.785072,-38.08057,-23.550651,-46.633382,2076.171913
Cartum,Cairo,15.563597,32.534912,30.044388,31.235726,1615.643194
Cairo,Cartum,30.044388,31.235726,15.563597,32.534912,1615.643194
Osasco,"São Luís, Maranhão",-23.532869,-46.791955,-2.529526,-44.296394,2350.857529
"São Luís, Maranhão",Osasco,-2.529526,-44.296394,-23.532869,-46.791955,2350.857529
"Fortaleza, Ceará",Osasco,-3.730451,-38.521799,-23.532869,-46.791955,2374.387348
Osasco,"Fortaleza, Ceará",-23.532869,-46.791955,-3.730451,-38.521799,2374.387348
Osasco,"Recife, Pernambuco",-23.532869,-46.791955,-8.058493,-34.884819,2138.018458
"Recife, Pernambuco",Osasco,-8.058493,-34.884819,-23.532869,-46.791955,2138.018458
"Salvador, Bahia",Serrinha,-12.98225,-38.481277,-11.65885,-39.010298,157.978769
Serrinha,"Salvador, Bahia",-11.65885,-39.010298,-12.98225,-38.481277,157.978769
"Salvador, Bahia",Camaçari,-12.98225,-38.481277,-12.700087,-38.326583,35.576097
Camaçari,"Salvador, Bahia",-12.700087,-38.326583,-12.98225,-38.481277,35.576097
Araraquara,Guaratinguetá,-21.784981,-48.178418,-22.808015,-45.194175,327.408712
Toronto,Varsóvia,43.653482,-79.383935,52.233374,21.071149,6924.324201
Moscou,Ufa,55.625578,37.606392,54.726141,55.947499,1165.494171
Ufa,Moscou,54.726141,55.947499,55.625578,37.606392,1165.494171
Dallas,"Porto Velho, Rondônia",32.776272,-96.796856,-8.749452,-63.873544,5785.886619
Lorena,"Brasília, Distrito Federal",-22.73386,-45.120066,-15.793987,-47.8828,824.285462
"Brasília, Distrito Federal",Lorena,-15.793987,-47.8828,-22.73386,-45.120066,824.285462
Guarulhos,Tabatinga,-23.454237,-46.533745,-21.72946,-48.690341,292.906297
Santa Maria,São José dos Campos,-5.838433,-35.691702,-23.190034,-45.884508,2217.029729
Uruguaiana,Altamira,-29.761895,-57.085776,-3.204453,-52.210361,2997.431057
Bauru,Altamira,-22.325038,-49.087554,-3.204453,-52.210361,2152.628406
Charleston - Carolina do Sul,Guarulhos,32.788436,-79.939931,-23.454237,-46.533745,7187.935753
Seattle,Charleston - Carolina do Sul,47.603832,-122.330062,32.788436,-79.939931,3898.28682
Nova York,Seattle,40.712728,-74.006015,47.603832,-122.330062,3865.410459
Presidente Prudente,Altamira,-22.121117,-51.392952,-3.204453,-52.210361,2105.286067
Washington,"Natal, Rio Grande do Norte",38.907192,-77.036871,-5.805398,-35.20809,6573.114713
Canela,"São Paulo, São Paulo",-29.356474,-50.812369,-23.550651,-46.633382,767.83904
Novo Airão,Maués,-2.636753,-60.943848,-3.393277,-57.70716,369.115822
"Campo Grande, Mato Grosso do Sul",Três Corações,-20.464017,-54.616295,-21.692568,-45.251501,981.033571
Porto Príncipe,Washington,18.547327,-72.339593,38.907192,-77.036871,2308.861737
Cachoeira Paulista,"São Paulo, São Paulo",-22.666979,-45.015769,-23.550651,-46.633382,192.415008
Guaratinguetá,Cachoeira Paulista,-22.808015,-45.194175,-22.666979,-45.015769,24.097468
Altamira,Rurópolis,-3.204453,-52.210361,-4.10067,-54.909582,315.669752
"Rio Branco, Acre",Ji-Paraná,-9.976536,-67.822078,-10.87815,-61.932608,651.803709
Araguaína,Petrolina,-7.192785,-48.204781,-9.389091,-40.503061,881.863768
Santarém,Rurópolis,-6.484033,-38.476707,-4.10067,-54.909582,1838.476126
Porto Seguro,Santa Maria,-16.44394,-39.06458,-5.838433,-35.691702,1235.181369
Rurópolis,Novo Progresso,-4.10067,-54.909582,-7.143869,-55.37901,342.351395
