Origem - Cidade,Destino - Cidade,Latitude_Origem,Longitude_Origem,Latitude_Destino,Longitude_Destino,Distância (GCD)
"João Pessoa, Paraíba",Bento Gonçalves,-7.121598,-34.882028,-29.16669,-51.516928,3007.604016
Balneário Camboriú,"João Pessoa, Paraíba",-26.993077,-48.635576,-7.121598,-34.882028,2644.136605
"João Pessoa, Paraíba",Balneário Camboriú,-7.121598,-34.882028,-26.993077,-48.635576,2644.136605
Presidente Prudente,"João Pessoa, Paraíba",-22.121117,-51.392952,-7.121598,-34.882028,2431.967944
"João Pessoa, Paraíba",Presidente Prudente,-7.121598,-34.882028,-22.121117,-51.392952,2431.967944
"Florianópolis, Santa Catarina","Brasília, Distrito Federal",-27.5973,-48.54961,-15.793987,-47.8828,1314.266035
"Recife, Pernambuco",Miami,-8.058493,-34.884819,25.774173,-80.19362,6173.609785
Miami,"Recife, Pernambuco",25.774173,-80.19362,-8.058493,-34.884819,6173.609785
Porto,"Recife, Pernambuco",-3.891715,-42.711528,-8.058493,-34.884819,981.587395
"Recife, Pernambuco",Porto,-8.058493,-34.884819,-3.891715,-42.711528,981.587395
"Recife, Pernambuco",Petrolina,-8.058493,-34.884819,-9.389091,-40.503061,634.950873
Petrolina,"Recife, Pernambuco",-9.389091,-40.503061,-8.058493,-34.884819,634.950873
Guimarães,Porto,-2.134442,-44.6056,-3.891715,-42.711528,287.075081
Lisboa,Porto,38.722252,-9.139337,-3.891715,-42.711528,5859.167919
Lisboa,Lisboa,38.722252,-9.139337,38.722252,-9.139337,0.0
Porto,Guimarães,-3.891715,-42.711528,-2.134442,-44.6056,287.075081
Porto,Lisboa,-3.891715,-42.711528,38.722252,-9.139337,5859.167919
"Florianópolis, Santa Catarina",Petrolina,-27.5973,-48.54961,-9.389091,-40.503061,2193.402383
Petrolina,"Florianópolis, Santa Catarina",-9.389091,-40.503061,-27.5973,-48.54961,2193.402383
"João Pessoa, Paraíba",Cáceres,-7.121598,-34.882028,-16.076846,-57.682243,2672.40993
Cáceres,"João Pessoa, Paraíba",-16.076846,-57.682243,-7.121598,-34.882028,2672.40993
"Vitória, Espírito Santo","Brasília, Distrito Federal",-20.320092,-40.337668,-15.793987,-47.8828,942.88167
"São Paulo, São Paulo","Salvador, Bahia",-23.550651,-46.633382,-12.98225,-38.481277,1455.691042
"Manaus, Amazonas","Recife, Pernambuco",-3.200177,-59.498929,-8.058493,-34.884819,2775.792279
"Recife, Pernambuco","Manaus, Amazonas",-8.058493,-34.884819,-3.200177,-59.498929,2775.792279
Seropédica,"João Pessoa, Paraíba",-22.753068,-43.715858,-7.121598,-34.882028,1978.629754
"João Pessoa, Paraíba",Seropédica,-7.121598,-34.882028,-22.753068,-43.715858,1978.629754
"João Pessoa, Paraíba",Madri,-7.121598,-34.882028,40.416775,-3.70379,6174.642326
Madri,"João Pessoa, Paraíba",40.416775,-3.70379,-7.121598,-34.882028,6174.642326
"João Pessoa, Paraíba",Havana,-7.121598,-34.882028,23.135305,-82.358963,6158.784933
Havana,"João Pessoa, Paraíba",23.135305,-82.358963,-7.121598,-34.882028,6158.784933
Kansas City - Missouri,"João Pessoa, Paraíba",39.100105,-94.578142,-7.121598,-34.882028,7996.954125
"João Pessoa, Paraíba",Kansas City - Missouri,-7.121598,-34.882028,39.100105,-94.578142,7996.954125
Washington,"João Pessoa, Paraíba",38.907192,-77.036871,-7.121598,-34.882028,6711.607832
"João Pessoa, Paraíba",Washington,-7.121598,-34.882028,38.907192,-77.036871,6711.607832
"Recife, Pernambuco",Londres,-8.058493,-34.884819,51.507446,-0.127765,7409.453884
Dallas,"João Pessoa, Paraíba",32.776272,-96.796856,-7.121598,-34.882028,7894.211448
"Recife, Pernambuco",Uberlândia,-8.058493,-34.884819,-18.914602,-48.275332,1883.007315
Uberlândia,"Recife, Pernambuco",-18.914602,-48.275332,-8.058493,-34.884819,1883.007315
"João Pessoa, Paraíba",Assunção,-7.121598,-34.882028,-7.07501,-36.731368,204.126751
Assunção,"São Paulo, São Paulo",-7.07501,-36.731368,-23.550651,-46.633382,2115.248567
"São Paulo, São Paulo",Foz do Iguaçu,-23.550651,-46.633382,-25.54321,-54.583145,833.876984
Foz do Iguaçu,"São Paulo, São Paulo",-25.54321,-54.583145,-23.550651,-46.633382,833.876984
"Natal, Rio Grande do Norte",Lisboa,-5.805398,-35.20809,38.722252,-9.139337,5632.906832
Lisboa,"Natal, Rio Grande do Norte",38.722252,-9.139337,-5.805398,-35.20809,5632.906832
"Vitória, Espírito Santo","Belo Horizonte, Minas Gerais",-20.320092,-40.337668,-19.922732,-43.945095,379.219446
Lisboa,Funchal,38.722252,-9.139337,32.64965,-16.908678,973.083691
Funchal,Lisboa,32.64965,-16.908678,38.722252,-9.139337,973.083691
"Goiânia, Goiás","Goiânia, Goiás",-16.680882,-49.253269,-16.680882,-49.253269,0.0
"Fortaleza, Ceará","Natal, Rio Grande do Norte",-3.730451,-38.521799,-5.805398,-35.20809,433.645461
"Natal, Rio Grande do Norte","Fortaleza, Ceará",-5.805398,-35.20809,-3.730451,-38.521799,433.645461
"Vitória, Espírito Santo","Fortaleza, Ceará",-20.320092,-40.337668,-3.730451,-38.521799,1855.141059
"Fortaleza, Ceará","Vitória, Espírito Santo",-3.730451,-38.521799,-20.320092,-40.337668,1855.141059
Juiz de Fora,"Brasília, Distrito Federal",-21.760001,-43.34013,-15.793987,-47.8828,817.623528
Campinas,"Vitória, Espírito Santo",-22.905822,-47.06635,-20.320092,-40.337668,752.542227
"Curitiba, Paraná","Curitiba, Paraná",-25.494438,-49.284271,-25.494438,-49.284271,0.0
"Recife, Pernambuco",Washington,-8.058493,-34.884819,38.907192,-77.036871,6794.869997
Washington,"Recife, Pernambuco",38.907192,-77.036871,-8.058493,-34.884819,6794.869997
"João Pessoa, Paraíba",Montes Claros,-7.121598,-34.882028,-16.728638,-43.858173,1446.45038
Montes Claros,"João Pessoa, Paraíba",-16.728638,-43.858173,-7.121598,-34.882028,1446.45038
"Vitória, Espírito Santo","Natal, Rio Grande do Norte",-20.320092,-40.337668,-5.805398,-35.20809,1706.356758
"Natal, Rio Grande do Norte","Vitória, Espírito Santo",-5.805398,-35.20809,-20.320092,-40.337668,1706.356758
Medellín,"João Pessoa, Paraíba",6.269732,-75.60256,-7.121598,-34.882028,4756.457793
"João Pessoa, Paraíba",Medellín,-7.121598,-34.882028,6.269732,-75.60256,4756.457793
"Aracaju, Sergipe",Santa Maria,-10.916206,-37.077466,-5.838433,-35.691702,584.826629
"Belo Horizonte, Minas Gerais","São Paulo, São Paulo",-19.922732,-43.945095,-23.550651,-46.633382,489.690412
"Recife, Pernambuco",Bruxelas,-8.058493,-34.884819,50.846557,4.351697,7555.051789
Bruxelas,"Recife, Pernambuco",50.846557,4.351697,-8.058493,-34.884819,7555.051789
"João Pessoa, Paraíba",Glasgow,-7.121598,-34.882028,55.86167,-4.258334,7547.649704
Glasgow,"João Pessoa, Paraíba",55.86167,-4.258334,-7.121598,-34.882028,7547.649704
"Teresina, Piauí","Recife, Pernambuco",-5.087461,-42.804957,-8.058493,-34.884819,935.082272
"Recife, Pernambuco","Teresina, Piauí",-8.058493,-34.884819,-5.087461,-42.804957,935.082272
Santarém,"Recife, Pernambuco",-6.484033,-38.476707,-8.058493,-34.884819,433.132414
"Recife, Pernambuco",Santarém,-8.058493,-34.884819,-6.484033,-38.476707,433.132414
"Brasília, Distrito Federal","São Paulo, São Paulo",-15.793987,-47.8828,-23.550651,-46.633382,872.345545
"João Pessoa, Paraíba","Rio Branco, Acre",-7.121598,-34.882028,-9.976536,-67.822078,3634.418166
"Rio Branco, Acre","João Pessoa, Paraíba",-9.976536,-67.822078,-7.121598,-34.882028,3634.418166
"João Pessoa, Paraíba",Paris,-7.121598,-34.882028,48.857548,2.351376,7200.867021
Paris,"João Pessoa, Paraíba",48.857548,2.351376,-7.121598,-34.882028,7200.867021
"Recife, Pernambuco",Uberaba,-8.058493,-34.884819,-19.747669,-47.93847,1914.671302
Uberaba,"Recife, Pernambuco",-19.747669,-47.93847,-8.058493,-34.884819,1914.671302
"Brasília, Distrito Federal","Palmas, Tocantins",-15.793987,-47.8828,-10.183785,-48.333642,625.733825
Campina Grande,"Belo Horizonte, Minas Gerais",-7.222378,-35.873439,-19.922732,-43.945095,1658.856312
"Belo Horizonte, Minas Gerais",Campina Grande,-19.922732,-43.945095,-7.222378,-35.873439,1658.856312
"Belo Horizonte, Minas Gerais",Bananeiras,-19.922732,-43.945095,-6.74435,-35.630895,1718.223497
"Recife, Pernambuco",Juazeiro do Norte,-8.058493,-34.884819,-7.219288,-39.316244,497.207455
Juazeiro do Norte,"Recife, Pernambuco",-7.219288,-39.316244,-8.058493,-34.884819,497.207455
"Brasília, Distrito Federal","Natal, Rio Grande do Norte",-15.793987,-47.8828,-5.805398,-35.20809,1773.276295
"Natal, Rio Grande do Norte","Brasília, Distrito Federal",-5.805398,-35.20809,-15.793987,-47.8828,1773.276295
Imperatriz,"João Pessoa, Paraíba",-5.518873,-47.478099,-7.121598,-34.882028,1403.386854
"João Pessoa, Paraíba",Imperatriz,-7.121598,-34.882028,-5.518873,-47.478099,1403.386854
"Brasília, Distrito Federal",Campina Grande,-15.793987,-47.8828,-7.222378,-35.873439,1617.668448
"Recife, Pernambuco",Joinville,-8.058493,-34.884819,-26.304978,-48.849098,2508.418502
Joinville,"Recife, Pernambuco",-26.304978,-48.849098,-8.058493,-34.884819,2508.418502
Campina Grande,"Curitiba, Paraná",-7.222378,-35.873439,-25.494438,-49.284271,2480.4651
Campina Grande,"Maceió, Alagoas",-7.222378,-35.873439,-9.647684,-35.733926,270.117961
Uberlândia,"Natal, Rio Grande do Norte",-18.914602,-48.275332,-5.805398,-35.20809,2031.956801
Goiás,"João Pessoa, Paraíba",-15.940847,-50.143352,-7.121598,-34.882028,1928.612399
"João Pessoa, Paraíba",Goiás,-7.121598,-34.882028,-15.940847,-50.143352,1928.612399
