Identificador do processo de viagem,Distancia_Notebook,Emissoes_Notebook,Distancia_Baseline,Emissoes_Baseline,Distancia_Itinerario,Diferenca_Distancia,Diferenca_Emissoes,Abs_Dif_Distancia,Perc_Dif_Emissoes,Dif_Dist_Notebook_vs_Itinerario
000000000000019318403,5388.084,1078.1999,5391.1647,985.8788,,-3.0806,92.3211,3.0806,0.0936,
000000000000019318681,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
000000000000019318863,3453.3416,631.5104,3429.6731,627.1821,,23.6686,4.3283,23.6686,0.0069,
000000000000019321397,3937.5472,787.9355,3923.0016,717.3968,,14.5456,70.5387,14.5456,0.0983,
000000000000019321680,5182.9207,1037.145,5177.7979,946.8606,,5.1228,90.2844,5.1228,0.0954,
000000000000019322431,1809.3403,330.8729,1802.4813,329.6186,,6.859,1.2543,6.859,0.0038,
000000000000019323094,5388.084,1078.1999,5391.1647,985.8788,,-3.0806,92.3211,3.0806,0.0936,
000000000000019323168,5138.4957,1028.2552,5146.5065,941.1383,,-8.0108,87.1169,8.0108,0.0926,
000000000000019323399,4432.3958,886.9588,4379.9485,800.9584,,52.4473,86.0004,52.4473,0.1074,
000000000000019328308,5388.084,1078.1999,5391.1647,985.8788,,-3.0806,92.3211,3.0806,0.0936,
000000000000019328310,1809.3403,330.8729,1802.4813,329.6186,,6.859,1.2543,6.859,0.0038,
000000000000019328610,1522.9251,278.4963,1482.2388,271.0561,,40.6863,7.4402,40.6863,0.0274,
000000000000019330579,5388.084,1078.1999,5391.1647,985.8788,,-3.0806,92.3211,3.0806,0.0936,
000000000000019331108,1522.9251,278.4963,1482.2388,271.0561,,40.6863,7.4402,40.6863,0.0274,
000000000000019331181,3937.5472,787.9355,3923.0016,717.3968,,14.5456,70.5387,14.5456,0.0983,
000000000000019332563,3937.5472,787.9355,3923.0016,717.3968,,14.5456,70.5387,14.5456,0.0983,
000000000000019332583,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
000000000000019338561,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
000000000000019338578,5388.084,1078.1999,5391.1647,985.8788,,-3.0806,92.3211,3.0806,0.0936,
000000000000019340849,6133.166,1227.2969,6109.5911,1117.257,,23.575,110.0399,23.575,0.0985,
000000000000019340895,6133.166,1227.2969,6109.5911,1117.257,,23.575,110.0399,23.575,0.0985,
000000000000019340929,1522.9251,278.4963,1482.2388,271.0561,,40.6863,7.4402,40.6863,0.0274,
000000000000019341809,4403.0847,881.0934,4379.9485,800.9584,,23.1362,80.135,23.1362,0.1,
000000000000019342070,6133.166,1227.2969,6109.5911,1117.257,,23.575,110.0399,23.575,0.0985,
000000000000019342110,6133.166,1227.2969,6109.5911,1117.257,,23.575,110.0399,23.575,0.0985,
000000000000019342162,6133.166,1227.2969,6109.5911,1117.257,,23.575,110.0399,23.575,0.0985,
000000000000019342313,1335.8455,244.2852,1331.4793,243.4868,,4.3661,0.7984,4.3661,0.0033,
000000000000019342620,3937.5472,787.9355,3923.0016,717.3968,,14.5456,70.5387,14.5456,0.0983,
000000000000019342982,5388.084,1078.1999,5391.1647,985.8788,,-3.0806,92.3211,3.0806,0.0936,
000000000000019344229,5388.084,1078.1999,5391.1647,985.8788,,-3.0806,92.3211,3.0806,0.0936,
000000000000019345403,11497.494,2300.743,11523.2285,2305.8934,,-25.7345,-5.1504,25.7345,0.0022,
000000000000019346425,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
000000000000019346753,5520.2366,1104.6447,5634.1966,1030.3219,,-113.96,74.3228,113.96,0.0721,
000000000000019349153,5388.084,1078.1999,5391.1647,985.8788,,-3.0806,92.3211,3.0806,0.0936,
000000000000019350753,5388.084,1078.1999,5391.1647,985.8788,,-3.0806,92.3211,3.0806,0.0936,
000000000000019354127,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
000000000000019355134,4059.1202,812.2633,4038.1193,738.4483,,21.0009,73.815,21.0009,0.1,
000000000000019355222,5102.7877,1021.1097,5083.2953,929.5789,,19.4924,91.5308,19.4924,0.0985,
000000000000019356197,3453.3416,631.5104,3429.6731,627.1821,,23.6686,4.3283,23.6686,0.0069,
000000000000019358004,4801.0338,960.7263,4757.75,870.0467,,43.2838,90.6796,43.2838,0.1042,
000000000000019358374,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
000000000000019358601,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
000000000000019359809,1522.9251,278.4963,1482.2388,271.0561,,40.6863,7.4402,40.6863,0.0274,
000000000000019364058,5102.7877,1021.1097,5083.2953,929.5789,,19.4924,91.5308,19.4924,0.0985,
000000000000019366689,4432.3958,886.9588,4379.9485,800.9584,,52.4473,86.0004,52.4473,0.1074,
000000000000019368089,5520.2366,1104.6447,5634.1966,1030.3219,,-113.96,74.3228,113.96,0.0721,
000000000000019368241,1712.4903,313.162,1713.42,313.332,,-0.9297,-0.17,0.9297,0.0005,
000000000000019368812,3161.8634,578.2079,3136.7789,573.6207,,25.0846,4.5872,25.0846,0.008,
000000000000019368827,2482.4406,453.9623,2461.7073,450.1708,,20.7333,3.7915,20.7333,0.0084,
000000000000019370084,4372.2856,874.9303,4387.73,802.3814,,-15.4444,72.5489,15.4444,0.0904,
000000000000019371558,1522.9251,278.4963,1482.2388,271.0561,,40.6863,7.4402,40.6863,0.0274,
000000000000019371687,1522.9251,278.4963,1482.2388,271.0561,,40.6863,7.4402,40.6863,0.0274,
000000000000019372630,3937.5472,787.9355,3923.0016,717.3968,,14.5456,70.5387,14.5456,0.0983,
000000000000019373725,3937.5472,787.9355,3923.0016,717.3968,,14.5456,70.5387,14.5456,0.0983,
000000000000019373861,3265.101,597.0869,3262.9123,596.6867,,2.1888,0.4002,2.1888,0.0007,
000000000000019373884,1103.5865,201.8122,1092.4729,297.7827,,11.1137,-95.9705,11.1137,0.3223,
000000000000019374748,5852.787,1171.1908,5834.0911,1066.8765,,18.6959,104.3143,18.6959,0.0978,
000000000000019374874,5852.787,1171.1908,5834.0911,1066.8765,,18.6959,104.3143,18.6959,0.0978,
000000000000019374948,1103.5865,201.8122,1092.4729,297.7827,,11.1137,-95.9705,11.1137,0.3223,
000000000000019375473,12557.4633,2512.8516,12563.8667,2514.1338,,-6.4034,-1.2822,6.4034,0.0005,
000000000000019377521,971.8892,177.7287,973.4693,265.3451,,-1.5802,-87.6164,1.5802,0.3302,
000000000000019377573,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
000000000000019378040,1809.3403,330.8729,1802.4813,329.6186,,6.859,1.2543,6.859,0.0038,
000000000000019379035,4432.3958,886.9588,4379.9485,800.9584,,52.4473,86.0004,52.4473,0.1074,
000000000000019379967,5520.2366,1104.6447,5634.1966,1030.3219,,-113.96,74.3228,113.96,0.0721,
000000000000019382512,3265.101,597.0869,3262.9123,596.6867,,2.1888,0.4002,2.1888,0.0007,
000000000000019382645,3265.101,597.0869,3262.9123,596.6867,,2.1888,0.4002,2.1888,0.0007,
000000000000019382694,3265.101,597.0869,3262.9123,596.6867,,2.1888,0.4002,2.1888,0.0007,
000000000000019383124,1254.3575,229.3835,1255.2527,229.5473,,-0.8952,-0.1638,0.8952,0.0007,
000000000000019383526,971.8892,177.7287,973.4693,265.3451,,-1.5802,-87.6164,1.5802,0.3302,
000000000000019385995,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
000000000000019386044,11497.494,2300.743,11523.2285,2305.8934,,-25.7345,-5.1504,25.7345,0.0022,
000000000000019386587,11497.494,2300.743,11523.2285,2305.8934,,-25.7345,-5.1504,25.7345,0.0022,
000000000000019386794,11497.494,2300.743,11523.2285,2305.8934,,-25.7345,-5.1504,25.7345,0.0022,
000000000000019387545,3937.5472,787.9355,3923.0016,717.3968,,14.5456,70.5387,14.5456,0.0983,
000000000000019392824,4372.2856,874.9303,4387.73,802.3814,,-15.4444,72.5489,15.4444,0.0904,
000000000000019393176,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
000000000000019393248,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
000000000000019394240,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
000000000000019394313,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
000000000000019394708,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
000000000000019394737,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
000000000000019394869,4432.3958,886.9588,4379.9485,800.9584,,52.4473,86.0004,52.4473,0.1074,
000000000000019394895,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
000000000000019395066,4432.3958,886.9588,4379.9485,800.9584,,52.4473,86.0004,52.4473,0.1074,
000000000000019396375,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
000000000000019399734,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
000000000000019400372,5687.9308,1138.2017,5673.0521,1037.4274,,14.8787,100.7743,14.8787,0.0971,
000000000000019403635,4372.2856,874.9303,4387.73,802.3814,,-15.4444,72.5489,15.4444,0.0904,
000000000000019405681,3937.5472,787.9355,3923.0016,717.3968,,14.5456,70.5387,14.5456,0.0983,
000000000000019409465,5388.084,1078.1999,5391.1647,985.8788,,-3.0806,92.3211,3.0806,0.0936,
000000000000019411089,3366.5002,615.6297,3367.6314,615.8366,,-1.1312,-0.2069,1.1312,0.0003,
000000000000019414264,3937.5472,787.9355,3923.0016,717.3968,,14.5456,70.5387,14.5456,0.0983,
000000000000019415132,4372.2856,874.9303,4387.73,802.3814,,-15.4444,72.5489,15.4444,0.0904,
000000000000019418973,1103.5865,201.8122,1092.4729,297.7827,,11.1137,-95.9705,11.1137,0.3223,
000000000000019425415,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
000000000000019428135,4372.2856,874.9303,4387.73,802.3814,,-15.4444,72.5489,15.4444,0.0904,
000000000000019428217,4372.2856,874.9303,4387.73,802.3814,,-15.4444,72.5489,15.4444,0.0904,
000000000000019428302,4372.2856,874.9303,4387.73,802.3814,,-15.4444,72.5489,15.4444,0.0904,
000000000000019428443,4181.5518,836.7629,4159.2084,760.5918,,22.3433,76.1711,22.3433,0.1001,
000000000000019428594,1522.9251,278.4963,1482.2388,271.0561,,40.6863,7.4402,40.6863,0.0274,
000000000000019429538,2322.2513,424.6686,2294.6939,419.6292,,27.5574,5.0394,27.5574,0.012,
000000000000019429698,2322.2513,424.6686,2294.6939,419.6292,,27.5574,5.0394,27.5574,0.012,
000000000000019429781,5388.084,1078.1999,5391.1647,985.8788,,-3.0806,92.3211,3.0806,0.0936,
000000000000019430980,3937.5472,787.9355,3923.0016,717.3968,,14.5456,70.5387,14.5456,0.0983,
000000000000019431948,5388.084,1078.1999,5391.1647,985.8788,,-3.0806,92.3211,3.0806,0.0936,
000000000000019432095,3453.3416,631.5104,3429.6731,627.1821,,23.6686,4.3283,23.6686,0.0069,
000000000000019435803,1522.9251,278.4963,1482.2388,271.0561,,40.6863,7.4402,40.6863,0.0274,
000000000000019435994,5388.084,1078.1999,5391.1647,985.8788,,-3.0806,92.3211,3.0806,0.0936,
000000000000019436582,1522.9251,278.4963,1482.2388,271.0561,,40.6863,7.4402,40.6863,0.0274,
000000000000019440954,3777.7725,755.9633,3750.5965,685.8692,,27.176,70.0941,27.176,0.1022,
000000000000019445226,1254.3575,229.3835,1255.2527,229.5473,,-0.8952,-0.1638,0.8952,0.0007,
000000000000019445293,1254.3575,229.3835,1255.2527,229.5473,,-0.8952,-0.1638,0.8952,0.0007,
000000000000019445875,1522.9251,278.4963,1482.2388,271.0561,,40.6863,7.4402,40.6863,0.0274,
000000000000019447516,1522.9251,278.4963,1482.2388,271.0561,,40.6863,7.4402,40.6863,0.0274,
000000000000019447596,5852.787,1171.1908,5834.0911,1066.8765,,18.6959,104.3143,18.6959,0.0978,
000000000000019448124,1522.9251,278.4963,1482.2388,271.0561,,40.6863,7.4402,40.6863,0.0274,
000000000000019452055,1402.319,256.4412,1365.1131,249.6374,,37.2059,6.8038,37.2059,0.0273,
000000000000019454075,3937.5472,787.9355,3923.0016,717.3968,,14.5456,70.5387,14.5456,0.0983,
000000000000019463948,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
000000000000019464956,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
000000000000019465035,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
000000000000019466987,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
000000000000019479520,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
000000000000019479618,3937.5472,787.9355,3923.0016,717.3968,,14.5456,70.5387,14.5456,0.0983,
000000000000019489218,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
000000000000019507583,3330.1588,608.984,3334.6867,609.812,,-4.5279,-0.828,4.5279,0.0014,
000000000000019517028,3906.8197,781.7867,3882.7346,710.0332,,24.0851,71.7535,24.0851,0.1011,
000000000000019519639,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
000000000000019519678,4432.3958,886.9588,4379.9485,800.9584,,52.4473,86.0004,52.4473,0.1074,
000000000000019522701,1402.319,256.4412,1365.1131,249.6374,,37.2059,6.8038,37.2059,0.0273,
000000000000019525156,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
000000000000019525488,5852.787,1171.1908,5834.0911,1066.8765,,18.6959,104.3143,18.6959,0.0978,
000000000000019531654,4432.3958,886.9588,4379.9485,800.9584,,52.4473,86.0004,52.4473,0.1074,
000000000000019531978,3453.3416,631.5104,3429.6731,627.1821,,23.6686,4.3283,23.6686,0.0069,
000000000000019533660,3695.4444,675.7835,3676.3373,672.2894,,19.1071,3.4941,19.1071,0.0052,
000000000000019537594,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
000000000000019552934,2977.6605,544.5228,2931.0937,536.0072,,46.5668,8.5156,46.5668,0.0159,
000000000000019554193,1103.5865,201.8122,1092.4729,297.7827,,11.1137,-95.9705,11.1137,0.3223,
000000000000019554620,1103.5865,201.8122,1092.4729,297.7827,,11.1137,-95.9705,11.1137,0.3223,
000000000000019562553,3937.5472,787.9355,3923.0016,717.3968,,14.5456,70.5387,14.5456,0.0983,
000000000000019568546,4432.3958,886.9588,4379.9485,800.9584,,52.4473,86.0004,52.4473,0.1074,
000000000000019570508,5852.787,1171.1908,5834.0911,1066.8765,,18.6959,104.3143,18.6959,0.0978,
000000000000019570964,3937.5472,787.9355,3923.0016,717.3968,,14.5456,70.5387,14.5456,0.0983,
000000000000019571229,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
000000000000019573299,2591.4603,473.8987,2588.8989,473.4303,,2.5614,0.4684,2.5614,0.001,
000000000000019573379,2591.4603,473.8987,2588.8989,473.4303,,2.5614,0.4684,2.5614,0.001,
000000000000019573382,2591.4603,473.8987,2588.8989,473.4303,,2.5614,0.4684,2.5614,0.001,
000000000000019573385,2591.4603,473.8987,2588.8989,473.4303,,2.5614,0.4684,2.5614,0.001,
000000000000019573466,2591.4603,473.8987,2588.8989,473.4303,,2.5614,0.4684,2.5614,0.001,
000000000000019574900,3937.5472,787.9355,3923.0016,717.3968,,14.5456,70.5387,14.5456,0.0983,
000000000000019574903,3937.5472,787.9355,3923.0016,717.3968,,14.5456,70.5387,14.5456,0.0983,
000000000000019574908,4055.4022,811.5193,4043.8377,739.494,,11.5645,72.0253,11.5645,0.0974,
000000000000019578420,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
000000000000019584704,4537.5966,908.0104,4486.6229,820.4658,,50.9738,87.5446,50.9738,0.1067,
000000000000019608735,3424.9806,626.324,3426.84,626.664,,-1.8593,-0.34,1.8593,0.0005,
